tweet,class,id,preprocessed_tweet
significa no bienvenido no no amigo subnormal,0,id=885709619942838272,significa no bienvenido no no amigo subnormal
Maricón me despierto pa tomar la pastilla en una hora y de definitiva en cinco mi vida es wow,0,id=885708359361540096,maricon me despierto pa tomar la pastilla en una hora de definitiva en cinco mi vida es wow
Argentina: Brutal represión para desalojar la planta de multinacional yanki PepsiCo en Florida (Videos) https://t.co/umRo7LYw4R,0,id=885708227144495105,argentina brutal represion para desalojar la planta de multinacional yanki pepsico en florida videos
@egrjr @DonMitxel_VI Tampoco en Navarra somos todos unos putos fascistas de mierda,1,id=885707849376169984,tampoco en navarra somos todos unos putos fascistas de mierda
"@_Ryukizawa Es como si te pones a decir cosas machistas, fascistas, ¿cómo quieres que te interprete?",0,id=885706825479462912,es como si te pones decir cosas machistas fascistas como quieres que te interprete
No me acuerdo quien fue el subnormal pero COMO PILLE AL QUE ME PEGÓ EL HERPES LABIAL QUE ME SALE CADA VEZ QUE ACACO EXAMENES LO MATO,0,id=885702383031996416,no me acuerdo quien fue el subnormal pero como pille al que me pego el herpes labial que me sale cada vez que acaco examenes lo mato
@MrEndo11 Porque usted no es puto amo lo que es es subnormal,1,id=885701438378258432,porque usted no es puto amo lo que es es subnormal
"Hay cada subnormal suelto, que madre mía",0,id=885700999318470656,hay cada subnormal suelto que madre mia
"Tan subnormal como siempre. Hasta que no lo he conseguido, no he parado.",0,id=885698787615940608,tan subnormal como siempre hasta que no lo he conseguido no he parado
El diablo de la Semana Negra. #SemanaNegra2017 #XXXSN #SemanaNegra https://t.co/hXQn3lWDVu,0,id=885698647916195840,el diablo de la semana negra semananegra xxxsn semananegra
"@argiro1961 @ZONAALEX9864 argiro, mas respeto, el no es ningun pedazo de marica, es un marica completo",1,id=885697787198926848,argiro mas respeto el no es ningun pedazo de marica es un marica completo
"Soy ese subnormal que habla con sus propios OC, sí.",0,id=885697064956555266,soy ese subnormal que habla con sus propios oc si
"Jajajaja Yo nunca lo he dicho pero tampoco se ve tan maricon, hay otros peor https://t.co/oN6023cEjx",0,id=885695315143163907,jajajaja yo nunca lo he dicho pero tampoco se ve tan maricon hay otros peor
@xystoforo Pero cállate subnormal que hay gente que aún no se ha visto el segundo capítulo,0,id=885695065418543104,pero callate subnormal que hay gente que aun no se ha visto el segundo capitulo
"@Sigbrow Si majisimos, me estas poniendo fino maricon  (MI CRUSH SÍ ESTAS VIENDO ESTO TE QUIERO )",0,id=885691942574620673,si majisimos me estas poniendo fino maricon mi crush si estas viendo esto te quiero
@Shukketzu porque eres un subnormal que encima de ser nazi no quieres que te desprecien por ello entonces,1,id=885691343347085312,porque eres un subnormal que encima de ser nazi no quieres que te desprecien por ello entonces
@JordanElejardes @MIAREsproject @SoreMaker25 Género* En una sociedad machista NO se trata a las mujeres de la misma forma ni se las defiende de la misma forma. Hay que ser ignorante par,0,id=885690435317977088,genero en una sociedad machista no se trata las mujeres de la misma forma ni se las defiende de la misma forma hay que ser ignorante par
"Los antidisturbios no son clase obrera, son mercenarios fascistas pagados por nosotros y para defender a los ... https://t.co/Ir64Yv97mG",1,id=885688469724463104,los antidisturbios no son clase obrera son mercenarios fascistas pagados por nosotros para defender los
"@El_Exorcista_ @LoLecter @rjimenez_perez Ese csm es un depravado, debería estar preso o muerto el sodomita ése",1,id=885687729673183236,ese csm es un depravado deberia estar preso muerto el sodomita ese
soy subnormal de broma ajaja,0,id=885687652732858368,soy subnormal de broma ajaja
que cojones significa ser nazi de broma,0,id=885687588425695239,que cojones significa ser nazi de broma
@bmgg94 eso es por que eres subnormal,0,id=885687048832733184,eso es por que eres subnormal
@Don_Avisos @Giordana_fedrik eres una xenófoba!(Además de envidiosa) acaso sólo pueden amarse personas del mismo país?XENÓFOBA!!!!! Respeta a los demás,0,id=885686337160048640,eres una xenofoba ademas de envidiosa acaso solo pueden amarse personas del mismo pais xenofoba respeta los demas
Maricón que no me entra ni sueño ni pollas,0,id=885685865237884929,maricon que no me entra ni sueno ni pollas
ya hay que ser hijo de puta racista para apellidarse matamoros,1,id=885685335606296576,ya hay que ser hijo de puta racista para apellidarse matamoros
q lindos son los chupones lpm me vuelvo loca ahre,0,id=885684632565559296,lindos son los chupones lpm me vuelvo loca ahre
"¿Eres gay? ¿Has tenido pareja? ¿Activo,pasivo o ver... — Madre mía cuantas preguntas y de casi ninguna sé la... https://t.co/igq9KbRl8I",0,id=885684615704346626,eres gay has tenido pareja activo pasivo ver madre mia cuantas preguntas de casi ninguna se la
Me he dejado en ridículo yo solo por rojo https://t.co/TOE7omrmQZ,0,id=885683916740362240,me he dejado en ridiculo yo solo por rojo
"pero no gilipollas en plan que gracioso, gilipollas en plan este tío es retrasado",1,id=885683757684068353,pero no gilipollas en plan que gracioso gilipollas en plan este tio es retrasado
¿Quién es el subnormal que tiene que coger un tren dentro de dos horas y aún no se ha ido a la cama?,0,id=885683618391216128,quien es el subnormal que tiene que coger un tren dentro de dos horas aun no se ha ido la cama
Amo los snaps del panchito con el enchufe lpm  por estas cosas no maduro bue,0,id=885682560222859269,amo los snaps del panchito con el enchufe lpm por estas cosas no maduro bue
Mamona los recuerdos vaya gocho la verdad https://t.co/5r8YC95Qhp,0,id=885682498658816000,mamona los recuerdos vaya gocho la verdad
Me gustaría ser muuuuuy alta y muuuuuy fuerte para poder madrearme al bravucón mamón de Zlatan Ibrahimovic. Menso.,0,id=885680888566005760,me gustaria ser muuuuuy alta muuuuuy fuerte para poder madrearme al bravucon mamon de zlatan ibrahimovic menso
@kchoorrita_ maricon como insulto.  Un saludo.,1,id=885679746369060864,maricon como insulto un saludo
@KCheerno y que les digo tambien dije subnormal,0,id=885679370832158725,que les digo tambien dije subnormal
en mi barrio hay uno igual que pone por un barrio limpio y alguien ha puesto de fascistas. gotta love mi barrio https://t.co/TrUZzklG0m,0,id=885678773206749185,en mi barrio hay uno igual que pone por un barrio limpio alguien ha puesto de fascistas got ta love mi barrio
@the96kopites Seriedad cero pero pareciera que estás de acuerdo con el monguer ese.,0,id=885678763845046273,seriedad cero pero pareciera que estas de acuerdo con el monguer ese
@herexcasanova Estoy en cero facha yo bro,0,id=885678398307090432,estoy en cero facha yo bro
Los okupas son importantes https://t.co/pobd0YmaXf,0,id=885678011168825344,los okupas son importantes
"@DalasReview Ojalá te pegue un mordisco en los cojones y te los arranque, que los tienes bien gordos de hacer lo que haces mamón",1,id=885677517000101888,ojala te pegue un mordisco en los cojones te los arranque que los tienes bien gordos de hacer lo que haces mamon
@rmapalacios Así sera y en bandeja de plata el que pidan asilo político,0,id=885676388149338113,asi sera en bandeja de plata el que pidan asilo politico
@JulianHigueraR @JOSHGABI @LaCigarra09 @MoralesViviane Vos tenes una cara de marica que no te aguantas Julián,1,id=885675341133615104,vos tenes una cara de marica que no te aguantas julian
@psych0nautx Cállate racista de gordas,0,id=885674418260889600,callate racista de gordas
"Si vas a andar liándola vete el día del derby y no metas a la @CyDLeonesa y su afición en esto, aquí se respetan a… https://t.co/vJdRbAT7Xw",0,id=885672730250661890,si vas andar liandola vete el dia del derby no metas la su aficion en esto aqui se respetan
📷 ESTOS ACTOS TERRORISTA Y FASCISTAS DE LA DERECHA VENEZOLANA FUERON RECHAZADO POR LA COMUNIDAD... https://t.co/Rfm2jHy2J2,0,id=885672033350295552,estos actos terrorista fascistas de la derecha venezolana fueron rechazado por la comunidad
"@ElHoyoDeKook @Dangelisa @MiaTambussi Dejala, esta claro que esta es otra feminazi que la apoya solo por ser feminazi",1,id=885671842463219712,dejala esta claro que esta es otra feminazi que la apoya solo por ser feminazi
@caarlabr Ah yo quiero matarlo en serio puta subnormal,1,id=885671598161788929,ah yo quiero matarlo en serio puta subnormal
Del Moro NO SEAS PAYASO. Todo el programa están hablando de ECONOMÍA y no invitaste ni a @JMilei @jlespert @RCachanosky. Lo tuyo es CIRCO +A,0,id=885670910723837953,del moro no seas payaso todo el programa estan hablando de economia no invitaste ni lo tuyo es circo
@LaryPls como quieras kai subnormal gilipollas imbécil de mierda Adrián puto inútil como te de,1,id=885670814510612481,como quieras kai subnormal gilipollas imbecil de mierda adrian puto inutil como te de
Tener que tener gente subnormal cerca y gente que quiero tanto tan lejos me revienta,0,id=885669934205980672,tener que tener gente subnormal cerca gente que quiero tanto tan lejos me revienta
"q viva orwell carajo!!!  y los q siempre han querido mandar, a mandar  putos fachas  pijiprogres  pijipis  pijipis  #PageconPodemos",1,id=885669629007458304,viva orwell carajo los siempre han querido mandar mandar putos fachas pijiprogres pijipis pijipis pageconpodemos
o sea algunos vale ok pero cuando intentan ligar conmigo machitos???????¡¡!!!1!!¡¡!¿1 de esos que luego me llamarán feminazi sabeis yo flipo,0,id=885669210394963968,sea algunos vale ok pero cuando intentan ligar conmigo machitos de esos que luego me llamaran feminazi sabeis yo flipo
Ya hay que ser muy subnormal para no creerte pruebas firmadas ante NOTARIO.  A los pambisitos...les cuesta un poco más.,0,id=885668936716517376,ya hay que ser muy subnormal para no creerte pruebas firmadas ante notario los pambisitos les cuesta un poco mas
"@PomMeRobaWifi @ShantaClown @MrRottenJack Y como no existe la heterofobia, vamos a hacer chistes así... pero luego que no vengan de vuelta esos chistes, que lloramos.",0,id=885668457341214723,como no existe la heterofobia vamos hacer chistes asi pero luego que no vengan de vuelta esos chistes que lloramos
"Yo a veces soy subnormal, si es que xd bocas.",0,id=885667238430244864,yo veces soy subnormal si es que xd bocas
el mcflurry de nocilla y brownie es UNA BASURA NO LO PIDAIS POR DIOS QUE COSA MAS RANCIA,0,id=885666466275762177,el mcflurry de nocilla brownie es una basura no lo pidais por dios que cosa mas rancia
"Espérate, que estoy en el DLC metido soy subnormal",0,id=938523668313006082,esperate que estoy en el dlc metido soy subnormal
@rikidella12 Los bíceps solo se lucen en verano mamon jaja,0,id=938523439765311488,los biceps solo se lucen en verano mamon jaja
Noah le ha dicho a Audrey que está pillado por ella y Audrey le ha dicho que es muy lesbiana joder y ahora el asesino está con ellos y con Emma mira me muero????,0,id=938523391862149121,noah le ha dicho audrey que esta pillado por ella audrey le ha dicho que es muy lesbiana joder ahora el asesino esta con ellos con emma mira me muero
"Me cago en mi puta vida,para un día q llego tarde y me pierdo la reina de las chonis #FirstDates501 Pueh meh ha sentaoh mahl 😞",0,id=938523358651736065,me cago en mi puta vida para un dia llego tarde me pierdo la reina de las chonis firstdates pueh meh ha sentaoh mahl
mañana hay reunión de negras ( @hotlineblingo y @pabl_97 ) y vamos a criticaros a todos mientras movemos el culo,0,id=938523343787053057,manana hay reunion de negras vamos criticaros todos mientras movemos el culo
"@_macute @v7JB ""Será la primera ley que recoja medidas concretas sobre perspectiva de género. En cuanto a los indicadores y estándares, se refieren de nuevo al hombre. El hombre pasa a ser la unidad de medida frente a la superficie construida"". Pura semántica, la idea está clara.",0,id=938523305337851904,sera la primera ley que recoja medidas concretas sobre perspectiva de genero en cuanto los indicadores estandares se refieren de nuevo al hombre el hombre pasa ser la unidad de medida frente la superficie construida pura semantica la idea esta clara
@iShurpresa JAJAJAJAJA QUE ERA BROMA SUBNORMAL,0,id=938523298174066688,jajajajaja que era broma subnormal
"ESTE ES DE CIUDADANOS, TAMBIÉN. ADEMÁS DE FASCISTAS, NI DISIMULAN SU MENOSPRECIO Y RESPETO AL RESTO.  #Narthdpta https://t.co/QPLCUpzecv",1,id=938523105995223043,este es de ciudadanos tambien ademas de fascistas ni disimulan su menosprecio respeto al resto narthdpta
"Mare meva, quin dia de Nadal els espera.....El cuñado de Arrimadas llama ‘fachas’ a Cs  @lavanguardia https://t.co/gb5ggpBCJu",0,id=938522656776818688,mare meva quin dia de nadal els espera el cunado de arrimadas llama fachas cs
Supongo que el subnormal de @Dird_RM estará llorando porque Benzemierda no ha sido titular y Cristiano ha marcado.,1,id=938522652595097600,supongo que el subnormal de estara llorando porque benzemierda no ha sido titular cristiano ha marcado
"@rau80sfc @JuanCapela1978 @Twitter 😂😂😂😂 y maricon y feo, lo tiene yo",1,id=938522347237269504,maricon feo lo tiene yo
"@enriqueobv Llámame loco, pero viendo el resumen de artistas y canciones cualquiera diría que eres gay y todo.",0,id=938522295903096832,llamame loco pero viendo el resumen de artistas canciones cualquiera diria que eres gay todo
Un grupo de ultraderecha ataca la redacción de ‘La Repubblica’ https://t.co/EplBP0hx1d vía @elpais_inter,0,id=938522219780755457,un grupo de ultraderecha ataca la redaccion de la repubblica via
@Rafman32 Fallida como la República fantasma de indepilandia y fascista racista e insolidario como este. https://t.co/wxIRC2k6yz,0,id=938522091514617856,fallida como la republica fantasma de indepilandia fascista racista insolidario como este
"@TanilloGame @Sergindsegasoni @AlexGamer87 Se me ha olvidado citar el tweet, soy subnormal espera",0,id=938522041355038720,se me ha olvidado citar el tweet soy subnormal espera
@PipiEstrada1 VETE A MARMARLA INDIOOOOOOO,1,id=938521936501657600,vete marmarla indio
Va a ser que los representa Mejor el Bloque independentista!! Con tal de desprestigiar a los Socialistas cualquier cosa. Que pena! https://t.co/QP8eupkrnO,0,id=938521760928096258,va ser que los representa mejor el bloque independentista con tal de desprestigiar los socialistas cualquier cosa que pena
"@THENEWPURITAN @MovimientoMCRC De hecho, el Estado franquista es el que hay. El franquismo comienza a la muerte del general Franco",0,id=938521736139694081,de hecho el estado franquista es el que hay el franquismo comienza la muerte del general franco
"Que los dos nominados son homófobos así que se vaya el que se vaya, feliz estaré 😏 #OTDirecto6D",0,id=938521438839103489,que los dos nominados son homofobos asi que se vaya el que se vaya feliz estare otdirectod
@arbos_fran Vamos a ver... eres prostituta? Lesbiana? Proxeneta? Eres un tío? Tienes triple personalidad?  Eres bipolar? O simplemente eres una fantasma que te cagas?,0,id=938521371709247488,vamos ver eres prostituta lesbiana proxeneta eres un tio tienes triple personalidad eres bipolar simplemente eres una fantasma que te cagas
Que puta rabia me da que os saltéis los comentarios homófobos según quien los diga o el contexto. Si es homófobo lo es aquí y en Marte ostia puta ya,0,id=938520952421396487,que puta rabia me da que os salteis los comentarios homofobos segun quien los diga el contexto si es homofobo lo es aqui en marte ostia puta ya
"Solución para no cagarme en su estampa, decirle que es un facha de mierda e irme de la cocina como una diva: https://t.co/ntGmZoe3eE",1,id=938520834376896512,solucion para no cagarme en su estampa decirle que es un facha de mierda irme de la cocina como una diva
@Gea___ De hecho me suena algun caso de alguna mujer trans denunciando una violacion y un monton de TERFs bolleras acusandola a ella de violadora. So...,0,id=938520633847242752,de hecho me suena algun caso de alguna mujer trans denunciando una violacion un monton de terfs bolleras acusandola ella de violadora so
"A la gente que se toma mal que le pregunten si es gay, haceroslo mirar porque a lo mejor sois gilipollas",0,id=938520609818062849,la gente que se toma mal que le pregunten si es gay haceroslo mirar porque lo mejor sois gilipollas
Ramos haciendo el subnormal y sus amigos de la prensa riéndole las gracias,0,id=938520316858585090,ramos haciendo el subnormal sus amigos de la prensa riendole las gracias
Que aficion de mierda tiene el Madrid solo cantan cuando van ganando,1,id=938519872631443456,que aficion de mierda tiene el madrid solo cantan cuando van ganando
Que nadie se olvide de hacer alusión a los penes y al sexo como cura total del feminismo. 100% garantizado en machismo https://t.co/prsRcf6hXp,0,id=938519866151186432,que nadie se olvide de hacer alusion los penes al sexo como cura total del feminismo garantizado en machismo
"@a_nmilara Hay mucho tarado sedicioso, solo atienden a lo que proclame su amado lider.",0,id=938519835700531200,hay mucho tarado sedicioso solo atienden lo que proclame su amado lider
No tengo cojones a ganar a Mirage en rankeds tengo la negra con ese chaval,0,id=938519749977427968,no tengo cojones ganar mirage en rankeds tengo la negra con ese chaval
@zens507 Seguro que los animatronics de Cortilandia cantan lemas nazis al revés. Os hemos cazado fascistas @elcorteingles,1,id=938519699003990018,seguro que los animatronics de cortilandia cantan lemas nazis al reves os hemos cazado fascistas
@diariARA @junqueras A los fachas que insultan : BLOQUEAR!,0,id=938519682860093442,los fachas que insultan bloquear
"Estudio en la Universitat Autònoma de Barcelona, “el mayor centro de adoctrinamiento supremacista independentista de Catalunya” y más de la mitad de las asignaturas se imparten en castellano. Parad de hacer el ridículo, por favor. https://t.co/YcdWBsRN91",0,id=938519673267720192,estudio en la universitat autonoma de barcelona el mayor centro de adoctrinamiento supremacista independentista de catalunya mas de la mitad de las asignaturas se imparten en castellano parad de hacer el ridiculo por favor
@enoticiescat El ridículo catalán https://t.co/adtOpkanNK,0,id=938519510667100161,el ridiculo catalan
"El 155 lo frena, pero después del 21 D ¿que pasará?: 1 NOV. 2017: Así es el agit-prop independentista en internet que paga la Generalitat https://t.co/xZ9V4jfFj3",0,id=938519476496142336,el lo frena pero despues del que pasara nov asi es el agitprop independentista en internet que paga la generalitat
"@MiryamOT Incómodo porqué? Porque un hetero no puede besarse con un gay, no vaya a ser q le peguen algo no? Vengaaa ya, q arregla mucho eso...",0,id=938519350931226624,incomodo porque porque un hetero no puede besarse con un gay no vaya ser le peguen algo no vengaaa ya arregla mucho eso
@BuixedaFrancesc @8aldia Que se queden ellos con sus fascistas y su rey de mierda y nosotros nos… https://t.co/DdLXEGwewQ,0,id=938519314344357889,que se queden ellos con sus fascistas su rey de mierda nosotros nos
"Hipocrita, homofobo y gay reprimido. Una perlita https://t.co/fZe3RgseCc",0,id=938519251849240576,hipocrita homofobo gay reprimido una perlita
"@CubitoHelado Lo siento, soy un poco subnormal.",0,id=938518864853381120,lo siento soy un poco subnormal
@haardiel @CNICatalunya @JosPastr El facha pastrana no tiene ni amigos. Pobret.,1,id=938518712025575426,el facha pastrana no tiene ni amigos pobret
"@FerranAntequera @jlvillasante @Societatcc Pensamiento independentista: España es una dictadura, voy a decir que la… https://t.co/kAMHkpA2sz",0,id=938518657893879809,pensamiento independentista espana es una dictadura voy decir que la
"El artículo censurado de Gregorio Morán sobre la prensa independentista catalana El columnista de 'La Vanguardia' habla en su columna semanal del papel de la prensa en el movimiento independentista catalán, propulsado por el 'Govern' de Carles Puigdemont https://t.co/7hQfz8kbB2",0,id=938518656799080448,el articulo censurado de gregorio moran sobre la prensa independentista catalana el columnista de la vanguardia habla en su columna semanal del papel de la prensa en el movimiento independentista catalan propulsado por el govern de carles puigdemont
A quién cojones le sienta bien que por su género le juzguen y den por sentado que por ser hombre violar está en tu día a día? https://t.co/3hT1SQJYjM,0,id=938518641120747520,quien cojones le sienta bien que por su genero le juzguen den por sentado que por ser hombre violar esta en tu dia dia
#FirstDates501 Que maricon mas raro o pescado o carne pero no las dos,0,id=938518613543260166,firstdates que maricon mas raro pescado carne pero no las dos
"@Pablo_Iglesias_ Éste también tiene pinta de haber formado parte de los ""fascistas durmientes"" pre-procés.  https:// https://t.co/ahnyRDlKg0 https://t.co/yjj3nBCrYG",0,id=938518107651563520,este tambien tiene pinta de haber formado parte de los fascistas durmientes preproces
"Hola @CiudadanosCs, quería comentaros que tengo un hermano discapacitado que no es tan subnormal como Javier Nart.  Hola @CiutadansCs, us volia comentar que tinc un germà discapacitat que no és tan subnormal com Javier Nart.  Hello @citicentsCS… hello? https://t.co/0B0rGMzJvS",1,id=938518050122452992,hola queria comentaros que tengo un hermano discapacitado que no es tan subnormal como javier nart hola us volia comentar que tinc un germa discapacitat que no es tan subnormal com javier nart hello hello
"Esta basura independentista, que no duda un momento en quemar símbolos de otros, pero no toques tú los suyos porque entonces eres el demonio, cada vez me da más asco",1,id=938517734626942976,esta basura independentista que no duda un momento en quemar simbolos de otros pero no toques tu los suyos porque entonces eres el demonio cada vez me da mas asco
"👁️🧐La Vanguardia, cómplice necesario del separatismo catalán https://t.co/h6FhG2KfPX",0,id=938517489104941058,la vanguardia complice necesario del separatismo catalan
"@FeminismoToday Será lesbiana... ah, sin problemas mentales... pues no sé.",0,id=938516997796761600,sera lesbiana ah sin problemas mentales pues no se
"@Carmatpor @numer344 Por cierto, no.me molesta que me llame compatriota, a no ser que sea fascista, intolerante, energúmeno o esté a favor de este estado fascista que manda en España",0,id=938516961813848071,por cierto nome molesta que me llame compatriota no ser que sea fascista intolerante energumeno este favor de este estado fascista que manda en espana
"Vergüenza de político que se mofa de toda la población que está sufriendo represión, está en prision o exiliada. Es un cuerpo sin alma venida al régimen que tiene sed de poder, una vergüenza que una persona con cargo público sea tan indecente... @miqueliceta @socialistes_cat https://t.co/dvXzIN5Gaj",0,id=938516931363201024,verguenza de politico que se mofa de toda la poblacion que esta sufriendo represion esta en prision exiliada es un cuerpo sin alma venida al regimen que tiene sed de poder una verguenza que una persona con cargo publico sea tan indecente
"El Madrid es una mierda ahora mismo, si el Borussia no hubiese hecho el subnormal contra el Apoel, se iban directos a Europa League con el Atlético",1,id=938516865961349120,el madrid es una mierda ahora mismo si el borussia no hubiese hecho el subnormal contra el apoel se iban directos europa league con el atletico
Que Trump haya declarado Jerusalem como la capital de Israel no significa que no le podáis seguir llamando nazi,0,id=938516735770099713,que trump haya declarado jerusalem como la capital de israel no significa que no le podais seguir llamando nazi
"Los cardenales Burke, Brandmüller y Müller, y el papa dictador https://t.co/3syVqWLJCo vía accionfamilia… https://t.co/5cNXpqWvpI",0,id=938516537253777409,los cardenales burke brandmuller muller el papa dictador via accionfamilia
Los comentarios a esta noticia son un buen recordatorio de por qué feminismo es urgente. https://t.co/l5xeAelSgS,0,id=938516338640936960,los comentarios esta noticia son un buen recordatorio de por que feminismo es urgente
"A los fascistas les das de su medicina y... oh sorpresa!!! Cobardes hijos de puta, no valeis para una puta mierda https://t.co/nQm26HT0sl",1,id=938516322165690370,los fascistas les das de su medicina oh sorpresa cobardes hijos de puta no valeis para una puta mierda
#LaConstituciónEs  la causa del desastre independentista y del despilfarro monumental de tus impuestos vía las CC.AA #6dNadaQueCelebrar  #NoEsPaísParaMujeres ni para hombres de bien DRU #EstadoDePartidos,0,id=938516262774366208,laconstituciones la causa del desastre independentista del despilfarro monumental de tus impuestos via las ccaa dnadaquecelebrar noespaisparamujeres ni para hombres de bien dru estadodepartidos
VÍDEOS Marea independentista a la Grand Place de Brussel·les https://t.co/dzifIHi4Qb,0,id=938516181249556482,videos marea independentista la grand place de brussel les
"Ah bueno y dormir que eres andaluza, me olvidaba",0,id=938516143488290816,ah bueno dormir que eres andaluza me olvidaba
@pamepaz15 ajajajajaj si puta loca. Te amo,0,id=938516065797136385,ajajajajaj si puta loca te amo
Agoney: eso es homófobo Mireya: bueno me da igual  QUE COJONES HACES #OTDirecto6D,0,id=938515998583508992,agoney eso es homofobo mireya bueno me da igual que cojones haces otdirectod
"@AlbertRibera @InesArrimadas os mando un collage muy entendedor de lo que son fascistas y su saga. Y @CiudadanosCs ha sobrepasado por la derecha al @PPopular en temas patrióticos, como la unidad de Ñ y la aplicación del #155. Lo entendéis ahora o tenemos que llamar al cuñado? https://t.co/UGA282tMru",1,id=938515902525575168,os mando un collage muy entendedor de lo que son fascistas su saga ha sobrepasado por la derecha al en temas patrioticos como la unidad de la aplicacion del lo entendeis ahora tenemos que llamar al cunado
Una familia independentista catalana SABOTEA el directo de una reportera de #InformativosTelecinco https://t.co/GjmltyQ6OO https://t.co/MJlpPxdXva,0,id=938515896066363393,una familia independentista catalana sabotea el directo de una reportera de informativostelecinco
"Vamos, que si alguien le pega un tiro a Rivera lo justificarías porque para tí es un facha, ¿no? Eres un miserable,… https://t.co/hu04IK0w5F",1,id=938515762381250562,vamos que si alguien le pega un tiro rivera lo justificarias porque para ti es un facha no eres un miserable
(le pillé tirria a esa porque la asocio a cierto subnormal de los cojones y jaja no),0,id=938515712683008004,le pille tirria esa porque la asocio cierto subnormal de los cojones jaja no
El señor este que hace preguntas en el Intermedio ¿de qué coño va? ¿es monguer? #elintermedio,0,id=938515587654922240,el senor este que hace preguntas en el intermedio de que cono va es monguer elintermedio
@_H4rmony_ Pues que eso es más homófobo que decir vergüenza,0,id=938515190232027143,pues que eso es mas homofobo que decir verguenza
@_MelinaSanchezF @CockMcGuinness Me cabreo muy muy pocas veces. Soy más de reirme de mis catastrofes. Humor negro power.,0,id=938515166227988480,me cabreo muy muy pocas veces soy mas de reirme de mis catastrofes humor negro power
@fedemcrespo @JaimeBN1987 Nueva callada de boca al marxismo cultural feminazi!,0,id=938515161190748160,nueva callada de boca al marxismo cultural feminazi
@papouro Con el Cholo a muerte salvo cuando va de compras que le mandas con 20€ a comprar el pan y te vuelve con una bolsa de pan de molde,0,id=938515029460217858,con el cholo muerte salvo cuando va de compras que le mandas con eur comprar el pan te vuelve con una bolsa de pan de molde
#FirstDates501 y también están las chonis tontas que son la mayoría,0,id=938514995599601667,firstdates tambien estan las chonis tontas que son la mayoria
"SON SINÓNIMOS! No te das cuenta que FRANQUISMO y CONSTITUCIÓN son sinónimos?... No seas tan puntilloso, Arran! https://t.co/kBtBoydHbq",1,id=938514872492490753,son sinonimos no te das cuenta que franquismo constitucion son sinonimos no seas tan puntilloso arran
"@unoyotro1 @lapuretadelstor Te hubiese quedado mejor el tuit llamándome facha directamente, pero claro se puede reportar y si tienes alguno más podrían cancelarte la cuenta. La educación se da en casa no en el colegio, ya veo que no sabes por dónde vas. Ah, no has dado ni una en tu apreciación 🖕🖕",0,id=938514689650298880,te hubiese quedado mejor el tuit llamandome facha directamente pero claro se puede reportar si tienes alguno mas podrian cancelarte la cuenta la educacion se da en casa no en el colegio ya veo que no sabes por donde vas ah no has dado ni una en tu apreciacion
Kira obtiene su grueso culo negro https://t.co/s8g2pfh4TU,0,id=938514687196647424,kira obtiene su grueso culo negro
Kira obtiene su grueso culo negro https://t.co/pbDOxZMuuJ,0,id=938514677490946048,kira obtiene su grueso culo negro
@_Rubalcaba_ Anda subnormal vuelve a tu agujero,1,id=938514652660752384,anda subnormal vuelve tu agujero
"Aquí en twitter un hetero ofendido porque un gay use la palabra ""maricón"", cuando yo tengo que escuchar homofobia todos los días en el metro. Bueno EN FINNNNNN",0,id=938514647392583680,aqui en twitter un hetero ofendido porque un gay use la palabra maricon cuando yo tengo que escuchar homofobia todos los dias en el metro bueno en fin
"Habla maricon, habla, ostia!!!    #FirstDates501",1,id=938514619118825472,habla maricon habla ostia firstdates
"Pero si ha quitado a Kovacic, puto subnormal.",0,id=938514516920369152,pero si ha quitado kovacic puto subnormal
"""Ser homosexual es la hostia"" -Andrea 2017 ~ Gran amiga, mejor pensadora",0,id=938514471542317056,ser homosexual es la hostia andrea gran amiga mejor pensadora
"Te olvidas de muchas cosas viendo la luna,de los problemas de lo retrasado que eres a veces tmb,retrasado en el buen sentido claro",0,id=938514359873081345,te olvidas de muchas cosas viendo la luna de los problemas de lo retrasado que eres veces tmb retrasado en el buen sentido claro
"Seguimos para bingo: ANC y Omnium han convocado una manifestación independentista en Bruselas para mostrar nosequé a Europa, aquel continente decadente y obsoleto.",0,id=938514241883181058,seguimos para bingo anc omnium han convocado una manifestacion independentista en bruselas para mostrar noseque europa aquel continente decadente obsoleto
"@_jkbp O que hacen el mongolo pa gustar... A mi el trap me mola musicalmente, cómo me puede gustar el tecno, pero el contenido es muy repetitivo (sin entrar en si es cierto o no) y la gente se va a lo fácil... Con todos los flows que puedes sacar en esas bases... Que desperdicio bro...",0,id=938514161201483776,que hacen el mongolo pa gustar mi el trap me mola musicalmente como me puede gustar el tecno pero el contenido es muy repetitivo sin entrar en si es cierto no la gente se va lo facil con todos los flows que puedes sacar en esas bases que desperdicio bro
La Sexta compite con TV3 en número de horas machacando sesos con propaganda independentista.,0,id=938514015155875842,la sexta compite con tv en numero de horas machacando sesos con propaganda independentista
"Puigdemont no volverá a Cataluña sin ""garantías"" de que se permitirá un Govern independentista si gana https://t.co/0ZGT7G5OUW",0,id=938513865142427650,puigdemont no volvera cataluna sin garantias de que se permitira un govern independentista si gana
